1 0.515387 0.488587 0.346243 0.254814 0.006153 
2 0.515361 0.535040 0.346214 0.254797 0.005924 
3 0.515336 1.778492 0.346184 0.254780 0.005645 
4 0.515311 1.836019 0.346154 0.254763 0.005604 
5 0.515286 2.390883 0.346125 0.254747 0.005969 
6 0.515261 2.062182 0.346096 0.254730 0.005289 
7 0.515236 0.787097 0.346066 0.254713 0.005122 
8 0.515210 1.237631 0.346037 0.254696 0.005385 
9 0.515185 0.041573 0.346007 0.254679 0.005429 
10 0.515160 1.469716 0.345978 0.254662 0.005968 
11 0.515135 0.060520 0.345948 0.254645 0.005664 
12 0.515110 1.811498 0.345919 0.254628 0.005906 
13 0.515085 0.514152 0.345889 0.254611 0.005394 
14 0.515060 0.492409 0.345860 0.254594 0.005354 
15 0.515035 0.793921 0.345831 0.254577 0.005743 
16 0.515009 5.558391 0.345801 0.254560 0.005767 
17 0.514984 1.328140 0.345772 0.254543 0.005423 
18 0.514959 0.115855 0.345742 0.254527 0.005560 
19 0.514934 0.411881 0.345713 0.254510 0.005605 
20 0.514909 2.374335 0.345684 0.254493 0.005940 
21 0.514884 0.988934 0.345654 0.254476 0.005662 
22 0.514858 0.050147 0.345625 0.254459 0.005685 
23 0.514833 5.575688 0.345595 0.254442 0.005549 
24 0.514808 2.274277 0.345566 0.254425 0.005814 
25 0.514783 1.430900 0.345537 0.254408 0.005081 
26 0.514758 2.659994 0.345507 0.254391 0.005183 
27 0.514733 2.716231 0.345478 0.254375 0.005476 
28 0.514708 2.535417 0.345448 0.254358 0.006226 
29 0.514683 0.494504 0.345419 0.254341 0.005651 
30 0.514657 6.766534 0.345390 0.254324 0.005916 
31 0.514632 0.857328 0.345360 0.254307 0.005080 
32 0.514607 4.226055 0.345331 0.254290 0.005130 
33 0.514582 4.516550 0.345302 0.254273 0.005229 
34 0.514557 0.470043 0.345272 0.254256 0.004825 
35 0.514532 0.282406 0.345243 0.254240 0.005758 
36 0.514507 4.842930 0.345214 0.254223 0.005343 
37 0.514482 2.417775 0.345184 0.254206 0.005113 
38 0.514456 1.913783 0.345155 0.254189 0.005243 
39 0.514431 0.106487 0.345126 0.254172 0.005531 
40 0.514406 2.884333 0.345096 0.254155 0.005539 
41 0.514381 5.967303 0.345067 0.254138 0.005530 
42 0.514356 3.663539 0.345037 0.254122 0.005250 
43 0.514331 1.170600 0.345008 0.254105 0.005720 
44 0.514306 0.241621 0.344979 0.254088 0.005965 
45 0.514281 0.414393 0.344949 0.254071 0.005558 
46 0.514256 1.033291 0.344920 0.254054 0.005996 
47 0.514231 0.808029 0.344891 0.254037 0.005798 
48 0.514206 2.701526 0.344862 0.254020 0.005497 
49 0.514180 1.551042 0.344832 0.254004 0.005322 
50 0.514155 0.531404 0.344803 0.253987 0.005481 
51 0.514130 2.469254 0.344774 0.253970 0.005615 
52 0.514105 0.236085 0.344744 0.253953 0.004787 
53 0.514080 14.825074 0.344715 0.253936 0.005318 
54 0.514055 1.337075 0.344685 0.253919 0.004849 
55 0.514030 2.324968 0.344656 0.253902 0.005842 
56 0.514005 0.910985 0.344627 0.253886 0.005844 
57 0.513979 0.542712 0.344598 0.253869 0.005595 
58 0.513954 0.739172 0.344568 0.253852 0.005045 
59 0.513929 6.652854 0.344539 0.253835 0.004908 
60 0.513904 0.164063 0.344510 0.253818 0.005194 
61 0.513879 0.239050 0.344480 0.253801 0.005355 
62 0.513854 6.539702 0.344451 0.253785 0.005740 
63 0.513829 3.034842 0.344422 0.253768 0.005558 
64 0.513804 5.441304 0.344393 0.253751 0.005829 
65 0.513779 1.139676 0.344363 0.253734 0.005233 
66 0.513754 1.115661 0.344334 0.253717 0.005637 
67 0.513729 3.226093 0.344305 0.253701 0.005487 
68 0.513704 0.312446 0.344276 0.253684 0.005287 
69 0.513678 1.585664 0.344246 0.253667 0.005884 
70 0.513653 3.052743 0.344217 0.253650 0.006202 
71 0.513628 1.118547 0.344188 0.253633 0.005048 
72 0.513603 2.782318 0.344159 0.253617 0.005514 
73 0.513578 2.530292 0.344130 0.253600 0.005522 
74 0.513553 1.891469 0.344100 0.253583 0.005422 
75 0.513528 0.942112 0.344071 0.253566 0.005497 
76 0.513503 12.585056 0.344042 0.253550 0.005752 
77 0.513478 8.143932 0.344013 0.253533 0.005157 
78 0.513453 1.624840 0.343983 0.253516 0.005959 
79 0.513428 1.692121 0.343954 0.253499 0.005712 
80 0.513403 0.840968 0.343925 0.253482 0.005925 
81 0.513378 2.444681 0.343896 0.253466 0.005036 
82 0.513353 4.206402 0.343867 0.253449 0.005359 
83 0.513328 0.149804 0.343837 0.253432 0.005490 
84 0.513303 0.251736 0.343808 0.253415 0.005258 
85 0.513278 0.410478 0.343779 0.253399 0.005564 
86 0.513253 0.608909 0.343750 0.253382 0.005856 
87 0.513228 0.023723 0.343721 0.253365 0.006173 
88 0.513202 3.022168 0.343691 0.253348 0.005460 
89 0.513177 6.243704 0.343662 0.253331 0.005545 
